y1,x1,z1,t1
107.81705697206016,32,2,29.452025814383763
102.46181633274216,33,2,28.052541491951573
176.11869360330368,33,4,48.80969679748959
75.6126398674222,40,1,19.532509736934298
74.71161276014537,32,1,20.162465123596288
181.4033564236485,38,4,50.55503985349769
145.39554385728124,39,3,40.2575753653977
75.75031720254786,36,1,20.05098419719531
78.37892295112121,32,1,20.481358541995352
177.09699063799982,31,4,49.01181190976393
105.77848529337577,40,2,28.992926074629647
70.9006722927765,30,1,19.121811778490176
154.9341737628579,30,3,42.70771771714259
109.35067653973567,39,2,29.946423058926943
115.55170513006648,31,2,31.519601611051897
184.65961503055905,37,4,50.87329731979649
76.1800297201327,39,1,20.070213740944556
112.99099088444945,33,2,30.764745153688978
106.44139142081929,39,2,28.95926211552191
143.27318268603196,34,3,39.78178988311777
111.23227860230206,30,2,30.41237800066448
144.0129886651107,31,3,40.08777071708411
148.4493556830199,33,3,40.79806352300216
177.3245068292777,34,4,49.45037913100327
112.30345874085364,37,2,30.626473986789577
77.67017626436461,38,1,20.443193048784924
172.55574453206722,33,4,48.63485017005716
174.7582067049404,36,4,48.69324651091826
182.45762887180456,30,4,50.55182784102506
139.05713746888898,38,3,38.822440360001686
177.18757587494673,35,4,49.58899427903564
111.36157084280804,37,2,30.3383694031006
146.91464567335834,37,3,39.9595919547164
189.03150399129444,33,4,52.384605106938224
143.25899940952553,33,3,39.69281149557813
174.16913755174946,32,4,48.92626561453381
142.216585523262,30,3,39.13201564767076
74.32673341930119,39,1,20.22502495375479
143.52777791053492,40,3,39.53130157562777
67.1963605252403,38,1,17.661831176422652
175.5250791486266,32,4,49.1144342166176
174.16139962388016,32,4,48.670181936815645
78.07314639193143,36,1,20.968434192999613
145.44110611115264,33,3,39.793631713601926
180.7757417612699,32,4,49.85645322986597
175.43481311403127,32,4,48.94916138455331
148.4328770351905,37,3,41.09448913040884
141.2103369255212,30,3,39.21340798182928
148.93345726096408,31,3,40.67471508333075
148.53243355892553,36,3,40.93411611757063
174.54161534655535,36,4,49.126042660399726
104.54076355277624,30,2,28.48901128651947
145.09005972948455,38,3,39.94940313976061
151.5078018856416,39,3,42.095034212722574
181.00870511677925,32,4,50.14124047767793
70.46723805261303,39,1,18.359828175288516
114.69475199220402,31,2,31.52486977092859
146.6942818622323,32,3,40.32988986854834
184.18902862764256,40,4,50.90625333055638
113.370330257343,39,2,30.35504450857257
75.9316717246632,36,1,20.173975473153828
80.91563487795857,37,1,22.15805558619201
112.80692160962252,36,2,30.993542081697655
174.71356262524057,31,4,48.75874514403561
178.4013773694328,39,4,49.61477064399705
110.15871490371649,35,2,29.91550771511696
178.8166937313971,36,4,49.60581211282792
78.04540857841445,31,1,20.74123457481171
111.670865781568,35,2,30.22791086502106
183.25263750331555,34,4,50.64511038493258
80.62275287131524,30,1,21.68923763880436
182.61250886204252,38,4,51.00052102654806
72.11239476094866,32,1,19.142805237393897
144.60402509796418,30,3,39.88109175089261
153.11771331290868,38,3,42.16025043605139
177.61149512908432,40,4,49.39551162375005
112.60205056261594,32,2,30.789755769708385
76.92310826760118,30,1,20.107198929285303
184.6186179957631,38,4,51.25638560053295
147.4681673305854,34,3,40.86731305185271
140.73387800035607,35,3,38.63335679672273
113.175206651292,30,2,31.58034717337972
176.46847119300088,39,4,49.39662578041504
76.56492245110132,32,1,20.30853911926241
76.34816117639306,31,1,20.009210567812158
109.11360289487516,39,2,29.838134816085883
184.21427389223928,32,4,51.18900182506902
111.684324020519,39,2,30.67560754783527
111.55726948091248,32,2,30.11602645458286
180.9458547825205,38,4,50.53857874203773
177.6070798282552,37,4,49.632840501967095
107.42657719681796,35,2,29.224484474162995
148.0688426491543,33,3,40.74105968928779
140.59930131351322,31,3,38.84280142559215
103.91754402211124,36,2,28.41739929085701
179.81617687096377,34,4,49.924257025329496
184.37304800069649,30,4,51.26984003258109
68.42005347171178,37,1,17.925960021089526
106.8663170937934,36,2,29.1052890546056
73.74837559878175,32,1,19.87880840802332
142.79313222297947,33,3,39.29288019244226
110.59064029851626,31,2,30.06812639274179
181.56341887936105,39,4,50.78043926026709
110.29277371302776,31,2,29.718612778655988
179.9203975785217,32,4,49.67300643939028
105.75724858174284,33,2,29.161772689673324
180.4615319463452,31,4,49.96230506777426
73.38003842909237,32,1,19.251805311939368
187.90992828791573,32,4,52.461951613897206
75.46277959059954,34,1,20.25511151682106
111.89775715959,34,2,30.045266267438706
149.3916662746658,38,3,41.60676271408127
109.54087338235132,38,2,29.925149280282124
180.10510866043495,36,4,50.16408914154265
102.64693437571222,30,2,28.13398335895413
115.80211293107084,30,2,31.34467547072009
110.79233559267358,37,2,30.38545459483474
113.26184279974478,31,2,31.103765202269493
107.3379922901834,38,2,28.73417315960008
149.7034754165892,32,3,40.902288584582365
75.60734781024809,37,1,19.95940315010042
74.90957672863358,32,1,20.348355056509845
108.00730124002486,33,2,29.328583017250924
109.87478587160292,40,2,29.581504256905102
74.36230164992813,32,1,19.34142024584542
149.7823717346891,33,3,40.9780029341288
151.08167094095742,37,3,41.49565648427277
174.2175342748986,31,4,48.61226885121929
77.02099503536492,36,1,20.892634702421965
111.71255171962736,30,2,30.794906709440696
73.62177174853564,35,1,19.740348583104552
153.0780692078246,33,3,42.18581835154978
149.34988189546837,35,3,41.0338002317828
68.3969449814898,35,1,18.795923131316293
185.950908263822,32,4,52.0485686341062
181.3346482734326,40,4,50.20615347059943
178.31843780274428,32,4,49.71146458228831
138.16243661474434,40,3,38.26038770872574
111.94574505422138,40,2,30.88482065919808
146.22878611597395,40,3,40.455646850414034
73.68080620156466,34,1,19.520577969477102
182.56738894712717,40,4,50.669624170398976
77.6252576126631,39,1,20.366089579493465
175.61026665432533,30,4,49.01168093997637
144.0940857848041,37,3,39.86481131540539
108.86179142317891,33,2,29.83005292662227
141.5305495151117,35,3,39.54341898110432
179.062174783246,32,4,49.87711860709496
75.49468810739438,38,1,19.83980633479325
177.29214489677284,38,4,49.45458555781333
68.78508584482796,40,1,18.595848622568138
78.65828447987657,31,1,21.065346554683124
74.7465142465203,32,1,19.737916201884214
177.84638324118862,35,4,49.66340222311753
72.9286795054046,35,1,19.35870628357687
72.15553002671038,32,1,19.349823912494
144.8876111301424,35,3,40.19140293962382
138.6827002949215,38,3,37.99434067481084
108.13055764547144,35,2,29.486660313789823
111.91961120507924,38,2,30.528598180619348
81.29519742273393,38,1,21.587727534737603
145.14638668075588,32,3,40.161638153408674
80.62850452644594,35,1,21.593906116709
149.08717852982457,39,3,40.992733473646965
113.98472561995492,35,2,31.00629315801643
142.21642758004066,39,3,39.42669999542579
111.81367132171326,32,2,30.40825497199435
181.98222281892976,30,4,50.1880374626156
147.16175209521845,35,3,40.60054398783903
182.7015565408324,30,4,50.624959330346464
71.65335928559588,33,1,19.3414612436258
72.39135665652397,37,1,18.88137703952321
113.1781657315804,36,2,30.737132032902963
78.36482897292142,39,1,20.684562061686925
103.62976738035486,33,2,28.21086306639836
109.80173817910848,35,2,30.290179598985592
181.98901310140687,32,4,50.41300972053878
77.8521854593727,32,1,21.12808115772515
110.40142811866951,39,2,30.087787071889267
79.20764506182127,40,1,21.385545900297053
108.78405059805954,34,2,29.566500505376656
72.48221542815651,39,1,19.509707046193878
144.6455154410039,39,3,39.6279336278504
75.90632855714918,35,1,20.018441063760505
77.42094484144513,32,1,20.551600764210733
110.43435502254898,32,2,29.965440263890805
143.8164708464196,34,3,39.11030142690255
183.04762602222692,30,4,50.90803747556084
71.4272787585691,39,1,19.16984334551207
70.71100840708053,31,1,19.199950529614195
181.92125488263383,34,4,50.40634993096791
74.00051034789307,37,1,19.70113006227979
102.34779606468062,34,2,27.68392385941641
185.78576887493455,31,4,51.35026031685417
147.32317706326435,32,3,40.64696506577089
75.6405477292453,37,1,20.404380864079588
109.5326628953551,31,2,29.628009485899764
104.88488524815376,39,2,28.566589055529192
105.7004952341902,38,2,28.72045811316665
112.34284588591728,33,2,30.49409379489616
181.56164664463648,37,4,50.10017937957573
141.7301602892147,36,3,39.21369037374235
144.06763598689173,31,3,39.71853286965636
181.73025475020933,38,4,50.47327678622292
184.7318876944232,35,4,51.12212232448593
148.63541567939868,33,3,41.17747575203954
80.1039260816156,38,1,21.18660401119811
178.7506475958474,34,4,49.387179215897255
79.93130163074557,33,1,21.143227991633545
180.65855701294169,40,4,50.20777743948872
143.90313307647438,34,3,39.52736537192327
177.97797605283174,36,4,49.52495998016957
179.41612274387907,30,4,49.39358904909446
73.80172848156752,36,1,20.073137951717648
108.26970390639794,32,2,29.49001897979094
110.5887724747057,37,2,30.084200748454663
73.87646119868946,36,1,19.488516946964
183.13090933050515,37,4,50.689678298194885
148.660024444238,38,3,40.8603049792056
114.01714287832512,36,2,31.23380883313106
138.71259478521873,36,3,38.2614114309784
178.56954687676662,38,4,49.782108924826325
179.5264424465827,32,4,50.07898599092767
184.8685658062045,30,4,51.034101234272455
174.30966280704556,31,4,48.61416140586447
108.94641524128672,33,2,30.15869940593552
79.70005640705683,36,1,21.6259310207274
107.42064137421896,30,2,29.06602868366664
111.8937468843408,35,2,30.54270651438003
78.48566760326833,32,1,21.584997624120845
78.35353468658508,38,1,20.95479396938148
146.28910894432798,32,3,40.616485288631935
70.73425278152304,40,1,18.729544011745475
180.07223085460222,39,4,50.21701856606112
180.35508269058477,30,4,49.88722666161232
73.80311513219397,34,1,19.819605561217465
178.8158132714622,40,4,49.93863874124221
144.92306998060877,31,3,40.20694475378844
143.29235374951313,32,3,39.82992661740422
108.59146910668682,38,2,30.037063947406327
170.76182513768904,35,4,48.06344396813721
111.34688395551458,36,2,29.88483517378665
111.03099710026396,34,2,30.138407205443063
181.17333007402277,37,4,50.17486692389955
117.48281350830544,30,2,32.08825930214803
141.51685335583375,32,3,38.66659834881094
143.9721219602886,34,3,39.59340568437111
73.60771160604281,36,1,19.10649975051908
82.11804068479212,39,1,21.78075386696403
148.4608878720497,40,3,40.65098284250006
112.51482845519352,39,2,30.56262522710368
185.27593929648177,40,4,51.70201640166248
71.89640580608568,35,1,19.67798768319543
78.404289139975,31,1,21.284506108398126
145.70525381846517,40,3,40.04940253109387
73.01389182621423,36,1,19.26117136618318
183.12254063531384,40,4,50.673215901623365
109.10631707557718,30,2,30.204110366250607
145.36731388590405,32,3,39.86153738631396
105.7448347431778,38,2,29.00825966348457
109.65065725771412,38,2,30.13823901002081
112.82113944449708,36,2,30.571578959708614
75.90531292371278,34,1,20.95475435044972
180.90100359877437,34,4,50.16478647417456
73.68514084186485,37,1,19.663174223362976
182.26356919671252,35,4,50.50134142814019
77.58039942725057,30,1,20.54505275436346
108.428919247014,30,2,29.67875015292739
109.48096803021916,37,2,29.5722257438242
146.16082305297627,36,3,40.39849289219369
107.25094437692611,32,2,29.076084625585068
186.08973070121692,38,4,51.51306321309094
176.9286231269073,35,4,49.723459289130055
74.57595196836681,33,1,20.146578584415344
115.81646447015216,40,2,31.579874841132018
79.88220247216661,31,1,21.15435566971506
180.04578582095877,37,4,49.9945134869789
116.61336970934192,38,2,31.9761042689726
145.97059354167197,34,3,40.70405349861996
71.89417624187676,36,1,18.965586522203576
110.15635389222815,39,2,30.217071058321643
143.6275068549307,32,3,39.07703329402529
179.24913904648986,34,4,49.7533827869976
75.95498867034195,30,1,20.1954939376978
145.671718175168,33,3,40.18449766156988
116.3574230466893,39,2,31.95542963172695
105.15136896645396,30,2,28.640402300500217
74.57416803328533,32,1,19.60509909462212
78.6889483327,37,1,21.14966555379857
177.0717001152916,35,4,49.46406258625488
71.92646045067738,37,1,19.03886595479776
105.91586951777758,33,2,28.92340801449945
76.56457749032509,38,1,20.51112781790045
110.56933096673362,37,2,30.063068038989897
149.9336679668516,39,3,40.92984842169486
71.48134000760561,36,1,19.35317990711562
78.63592350320202,40,1,21.100727260904016
146.87454272230394,39,3,40.55400582771182
144.8097194114163,39,3,39.8227959231012
147.10829518896327,32,3,40.685866052976095
141.9867179216108,38,3,39.52258479628791
181.299642866445,31,4,50.15640412613979
74.92167350353074,38,1,19.99515003145084
142.01918736804836,39,3,39.44645984236672
182.41168703039423,35,4,50.90738407177722
138.6032329860546,31,3,38.22455188560465
112.77821793599466,33,2,30.97983273610925
146.38213474803413,38,3,40.65184605592686
177.04448770959854,31,4,49.41416337702805
178.88059834351776,36,4,49.25925764159835
73.45869979558024,31,1,19.53233961970267
175.8318213079409,40,4,48.45336075970837
179.37591790230525,32,4,49.66276719394876
183.54857320249783,38,4,51.011380992673125
180.5391103167304,33,4,49.90036226144949
145.7109644680258,31,3,40.55971921261288
182.3179300812748,31,4,50.319947144162064
180.01239564071153,31,4,50.083441711770135
110.95862836979592,32,2,30.226442911640977
108.5894916194583,32,2,29.36518601156225
106.9228377121634,36,2,29.54819083681797
107.72315065164852,34,2,29.750213270086626
179.31166032123636,39,4,49.80242852321049
146.75799999880363,34,3,40.5701350310564
177.38962379507186,33,4,49.63020291642635
113.6824029171778,38,2,31.058751107932427
116.89910763658644,34,2,32.06094140670082
185.54869722103996,31,4,51.82911900023102
178.99142611918347,30,4,50.36115095796653
143.76253996476632,33,3,39.98626997590104
106.88538790097584,39,2,29.24413285001209
118.64372169133736,31,2,32.39227346111835
113.2754879283015,33,2,30.90033357054673
73.18775704139276,35,1,19.5000286431488
112.09885865285308,32,2,30.2430510615114
141.23152836613266,40,3,39.0908277888011
76.06792920112677,33,1,20.35958952289545
67.85990115197929,38,1,18.466623422251125
176.92590579918277,35,4,49.13747311308228
115.64817695401425,32,2,31.259456508692267
115.65576300568095,40,2,31.93934349225117
70.36634858915507,39,1,18.85002710195972
110.3145668009586,36,2,29.93633507139716
74.11970397418811,38,1,19.73269076747335
175.855809628651,36,4,48.2985111057228
177.19521003142626,30,4,49.64489875317827
110.77941737656732,36,2,30.1774777269018
179.83666070624332,30,4,49.47328845366837
148.36144420289656,38,3,40.27897534339655
176.56439184103337,39,4,49.43330345308355
117.10105003164118,39,2,31.922423121409057
183.64368108943464,36,4,50.99536454063248
104.7421973983986,37,2,28.7423142938781
181.5379142005464,37,4,50.08233587163061
145.34806079983082,33,3,40.06955610695084
182.4861654485871,31,4,50.052196776456206
99.69356605052724,37,2,27.23256530181586
106.73808130770142,36,2,28.91882660425524
76.49290337165101,40,1,20.087702378864183
144.18322119178495,33,3,40.31063621604315
106.51449822800922,35,2,29.07598299959261
143.7967620777676,34,3,39.72220596459001
110.55646259287514,35,2,30.073929736149264
113.770930130998,40,2,31.035598297889663
74.92602709565574,35,1,19.971180213650808
110.83441844361934,40,2,30.405272673477214
111.33308310441332,34,2,30.87130131871357
142.50453821878352,31,3,38.96304486372488
106.03161478148076,39,2,28.73617725217384
111.80708864581484,37,2,30.730104563627552
72.46456485232682,30,1,19.078389704059404
142.2951350065816,30,3,39.220286328210186
148.20703234257647,40,3,41.39327664708416
143.62309924508045,36,3,39.55692125636291
143.89645123138357,35,3,39.680086918862834
109.32160488882334,34,2,29.970970167832856
139.15190926839497,32,3,38.07001371538517
75.22639505902193,31,1,19.66820483703132
146.07833140277964,36,3,40.64263292688793
71.50691806880303,38,1,19.327427745009324
138.5143943039133,32,3,38.61515633124084
109.85665789863482,35,2,30.36199376682329
144.16884554600253,36,3,39.74988731559652
142.66130349826452,30,3,39.30377811335862
142.86422270820793,38,3,39.4212388758424
110.77525520653025,30,2,29.90064990578804
72.47522235520388,36,1,19.332647930446957
113.27120379286484,37,2,30.832877370115902
112.17948327362784,32,2,30.34090198594572
111.36841937271406,39,2,30.23513349120485
111.79982945966022,37,2,30.404324787885063
73.5349965213537,30,1,19.32673919504844
114.43409751083487,38,2,31.18036808873734
76.48741489805158,34,1,20.126237982779006
143.86606192096446,37,3,39.918900339898926
112.55937872100144,40,2,30.645372629219995
68.06845706738768,32,1,18.118383883295305
174.38029207375342,40,4,48.658058089799695
174.95332671263174,33,4,48.88373147304584
181.55481033483247,37,4,50.66532785735852
185.1014806219587,32,4,51.08500744519481
114.4775760135508,30,2,31.54719331448255
106.17650748223356,36,2,28.84026222780088
113.3389903918086,37,2,31.21897589456851
150.9282108121119,34,3,41.35997586725696
140.0756553365814,38,3,38.83575765760151
75.82799619425467,35,1,20.315105279129394
142.8396142495674,31,3,39.71709150394759
151.77278722538955,40,3,42.124156326994125
184.7933530865861,36,4,51.64669474438429
110.74969726424064,39,2,30.527992498021877
171.5636359902154,31,4,47.00977085415305
77.59666044293256,31,1,21.08802125547657
72.49835895992892,36,1,19.13216444267689
113.09211556006473,35,2,30.8339397902796
146.46430457384463,38,3,40.14796989427945
78.14643869838726,31,1,20.933860634751
111.57071637257854,32,2,30.29331163564212
179.3204386575289,36,4,50.29345202504088
72.29425017872317,37,1,19.557498255138672
75.3265540194546,34,1,19.967788909515303
177.94826442738605,34,4,49.11464208688305
67.4146611085053,31,1,17.722516964134112
108.719221031046,40,2,30.08629737023429
79.67222194435976,35,1,21.4794256830584
175.54944060353756,38,4,48.148607187914095
106.2984724766292,37,2,28.66539616018265
178.84686392572044,35,4,50.03162415543093
72.37453345315836,40,1,18.90302017657145
105.68572371175738,31,2,28.521284845148845
176.16675031902486,34,4,49.0097206539786
176.5570315366601,38,4,49.39136971578028
144.14929353690613,33,3,39.58526639296285
74.62900402588896,39,1,20.46433022078397
181.12853246634123,31,4,50.14966383416342
78.60605233653622,39,1,21.06042080108297
137.01686711585316,30,3,38.31995035297815
77.46354984859718,31,1,20.459324339080485
175.69457072012278,36,4,48.467893665069
181.77381545639017,35,4,50.33574634466428
174.57938241931635,40,4,48.79699332449088
105.30199812804196,35,2,28.59250079226245
142.16404910011877,30,3,39.12898292626188
75.86743530769154,30,1,20.135487312539937
114.6885854162724,33,2,31.16939288099154
106.1165188970938,31,2,28.969347160953657
108.61633408796858,35,2,29.932703684441943
147.60873772838687,36,3,40.54411225346931
108.90670886004834,40,2,30.114632871448013
110.5246288905836,37,2,29.79591805674952
76.721073362709,32,1,19.872994986922137
77.46486324430535,31,1,21.118304588849863
71.53582181032317,38,1,18.7590217445714
